customerID|productID|productValidFrom|productValidThru|installationDate|customerName|salesmanID|officePhone|officeFax|corporateEmail1|corporateEmail2|npwp
NS6096020001649|NM1011|2020-09-25|2021-09-24|2020-09-25|CV. SAMALONA ND6-SENTANI|614|0967-531298|0967-537504|Samalona.depo@gmail.com|samalona.abepura@gmail.com|01.433.346.2-952.000
NS6031010002709|ND6300|2020-10-26|2021-10-25|2020-10-26|PT. SUKSES JAYA MAKMUR ABADI ND6-ACEH ASW|606|||sjmbanda@yahoo.com||02.418.746.0-101.000
NS6031010002709|NM1011|2020-10-26|2021-10-25|2020-10-26|PT. SUKSES JAYA MAKMUR ABADI ND6-ACEH ASW|606|||sjmbanda@yahoo.com||02.418.746.0-101.000
NS6141050002170|NM1011|2020-09-24|2021-09-23|2020-09-24|PT. ANDALAS MITRA SEJATI ND6-JAMBI|614|0751-7059045|0751-4444723|procesbusiness@gmail.com||02.404.041.2-201.000
NS6091020001574|NM1011|2021-09-25|2022-09-24|2020-09-25|PT. PUTRA UNTUNG ABADI ND6-MEDAN|614|0653-21062||cv.untung_abadi@yahoo.co.id||76.935.852.4-101.000
NS6143020002463|NM1011|2021-02-24|2022-02-23|2020-02-24|PT. SAI INDONESIA ND6-JAKARTA TIMUR|614|0812-8130-6750||NDHpurwanto@SAI-Indonesia.co.id||01.362.607.2-073.000
NS6023020001122|ND6120|2020-01-01|2020-12-31|2017-05-24|HERRY|603|021-6916206|0877.7139.1904|herryluo77@yahoo.com|bintangjaya.herry@yahoo.co.id|82.505.217.8-047.000
NS6033030001682|ND6321|2020-10-22|2021-10-21|2020-10-22|CV. JUJUR CITRA SENTOSA ND6-BANDUNG|606|0225411426-27|0225409962|jujur@bdg.centrin.net.id||02.366.391.7-422.000
NS6033030001682|NM1011|2020-10-22|2021-10-21|2020-10-22|CV. JUJUR CITRA SENTOSA ND6-BANDUNG|606|0225411426-27|0225409962|jujur@bdg.centrin.net.id||02.366.391.7-422.000
NS6033030001682|NM1011|2020-07-31|2021-07-30|2020-10-22|CV. JUJUR CITRA SENTOSA ND6-BANDUNG|606|0225411426-27|0225409962|jujur@bdg.centrin.net.id||02.366.391.7-422.000
NS6082050001644|NM1011|2022-07-02|2023-07-01|2018-07-02|PT. SUMBER SEHAT MAKMUR ND6-BANJARBARU (NESTLE)|608|0511-4783609|087816487171|sumbersehatbjb@yahoo.co.id||02.236.775.9.732.000
NS6095020001766|NM1011|2020-10-02|2021-10-01|2018-10-01|CV. JB DISTRIBUSI ND6-LOMBOK BARAT|614|0370671111|0370671889|indri.ayu@jembatanbaru.net|lukmanulhakim@jembatanbaru.net|01.945.262.2.915.000
NS6095020001766|NM1011|2022-09-30|2023-09-29|2018-10-01|CV. JB DISTRIBUSI ND6-LOMBOK BARAT|614|0370671111|0370671889|indri.ayu@jembatanbaru.net|lukmanulhakim@jembatanbaru.net|01.945.262.2.915.000
NS6095020001766|NT1010|2020-10-01|2021-09-30||CV. JB DISTRIBUSI ND6-LOMBOK BARAT|614|0370671111|0370671889|indri.ayu@jembatanbaru.net|lukmanulhakim@jembatanbaru.net|01.945.262.2.915.000
NS6095020001766|NT1010|2020-10-06|2021-10-05||CV. JB DISTRIBUSI ND6-LOMBOK BARAT|614|0370671111|0370671889|indri.ayu@jembatanbaru.net|lukmanulhakim@jembatanbaru.net|01.945.262.2.915.000
NS6095020001766|NM1011|2020-10-03|2021-10-02||CV. JB DISTRIBUSI ND6-LOMBOK BARAT|614|0370671111|0370671889|indri.ayu@jembatanbaru.net|lukmanulhakim@jembatanbaru.net|01.945.262.2.915.000
NS6033010001852|ND6150|2022-11-12|2023-11-11|2018-11-12|PT. SKYPUTRA PANCASURYA ND6-SERANG|614|021-59406012|021-59405785|tangerang@skyputra.com||01.605.744.0.415.000
NS6021070001097|NT1010|2021-10-01|2022-09-30|2022-11-02|PT. Putra Serasan Jaya ND6-Palembang|608|0711-5720481||tax.psjplb@citradistribution.com|psj.plb@gmail.com|80.097.929.6-307.000
NS6101020002284|NT1010|2022-10-07|2023-10-06|2019-12-30|PT. SEJAHTERA INDO PERKASA ND6-MEDAN|606|085103951805||indoperkasasejahtera@gmail.com|hendrachen2606@gmail.com|02.262.748.3-124.000
NS6022030001150|NT1010|2021-11-01|2022-10-31|2019-05-28|PT. NIAGA PERSADA LESTARI ND6-SINGKAWANG|614|082159262722||Nplptk_finance@yahoo.co.id||70.644.808.1-702.001
NS6032020001415|NT1010|2021-12-01|2022-11-30|2019-05-20|PT. SUMBER JAYA MAS ND6-TENGGARONG|606|0541-662256|081348632799|ganda.wilianto@gmail.com||74.999.037.0-727.000
NS6032020001415|NM1011|2022-12-01|2023-11-30|2018-12-14|PT. SUMBER JAYA MAS ND6-TENGGARONG|606|0541-662256|081348632799|ganda.wilianto@gmail.com||74.999.037.0-727.000
NS6083060002651|ND6320|2020-10-26|2021-10-25|2020-10-26|PT. SENTAUSA ABADI BERSAMA ND6-PROBOLINGGO UCI|608|0331-411119||ptsab.jbr@yahoo.com|luwes_anggrainiw@yahoo.com|86.343.760.4-626.000
NS6083060002651|NM1011|2020-10-26|2021-10-25|2020-10-26|PT. SENTAUSA ABADI BERSAMA ND6-PROBOLINGGO UCI|608|0331-411119||ptsab.jbr@yahoo.com|luwes_anggrainiw@yahoo.com|86.343.760.4-626.000
NS6036010001456|NM1011|2020-10-22|2021-10-21|2020-10-22|CV. ABADI JAYA ND6-TERNATE|606|0921-3121415|0921-3122415|donny_audi82@yahoo.co.id|donny_audi@yahoo.com|80.780.566.8-942.000
NS6023030001070|NM1011|2021-10-20|2022-10-19|2020-10-20|PT. Surya Niaga Bersaudara-ND6-Bogor(NON PKP)|605|||tirtahs@hotmail.com|thsurjana@gmail.com|88.476.299.8-418.000
NS6084050002622|NM1012|2020-08-31|2021-08-30|2020-08-31|PT. RAFKA MANDIRI PRATAMA ND6-PASANGKAYU|608|085333444296 ||rafka.mandiri@gmail.com|ante.ira98@gmail.com|93.803.694.4-808.000
NS6034050001661|NM1011|2021-10-22|2022-10-21|2020-10-22|UD. MITRA MAKASSAR ND6-SENGKANG|605|081342146689|081342146689|nagia_mms@yahoo.com|Sengkangdepo@gmail.com|08.270.181.4-801.000
NS6081010002258|NM1011|2022-09-25|2023-09-24|2020-09-25|CV. OULIA KARYA HUSEN ND6 NESTLE - LHOKSEUMAWE|608|08116074349||sejahtera_lsm@yahoo.co.id||03.313.290.3-102.000
NS6043040002719|ND6320|2020-11-19|2021-11-18|2020-11-19|PT. PING LOKA DISTRINIAGA ND6-KEBUMEN UNICHARM|604|0287-386703|0287-386702|bm_dianprima@pingloka.com||02.673.242.0-523.000
NS6043040002719|NM1011|2020-11-19|2021-11-18|2020-11-19|PT. PING LOKA DISTRINIAGA ND6-KEBUMEN UNICHARM|604|0287-386703|0287-386702|bm_dianprima@pingloka.com||02.673.242.0-523.000
NS6033040002720|ND6327|2020-11-02|2021-11-01|2020-11-02|CV. HOKIE ND6-MAGELANG JICO|605|0811259025||toto_mtl@yahoo.co.id||94.018.062.3-524.000
NS6033040002720|NM1011|2020-11-02|2021-11-01|2020-11-02|CV. HOKIE ND6-MAGELANG JICO|605|0811259025||toto_mtl@yahoo.co.id||94.018.062.3-524.000
NS6083030002489|NM1011|2020-09-24|2021-09-23|2020-09-24|PT. PRADIPA PUTRA PRATAMA ND6-GARUT|608|082121844703||bnurahman@yahoo.com|pradipaputrapratama2@gmail.com|31.283.287.6-443.000
NS6086020002653|ND6320|2020-11-02|2021-11-01|2020-11-02|CV. GEMA REJEKI ND6-AMBON UNICHARM |608|082129015210||mosivontitahena@gmail.com||81.508.385.2-941.000
NS6086020002653|NM1011|2020-11-02|2021-11-01|2020-11-02|CV. GEMA REJEKI ND6-AMBON UNICHARM |608|082129015210||mosivontitahena@gmail.com||81.508.385.2-941.000
NS6085030002645|ND6320|2020-11-02|2021-11-01|2020-11-02|PT. FLORESINDO ND6-RUTENG UNICHARM|608|||johnsemipeople@yahoo.com|sltr_irv@yahoo.com|02.925.669.0-924.000
NS6144030002710|ND6321|2020-12-10|2021-12-09|2020-12-10|PT. MUJUR PUTRA PERKASA ND6-LUWUK UNICHARM|614|081219761988||eka@mujurputraperkasa.co.id||72.552.753.5-832.000
NS6081020002718|ND6300|2020-11-02|2021-11-01|2020-11-02|CV. LANGIT BIRU ND6-SUBUSALAM ASW|608|0812-657-9192||langitbiru.asw@gmail.com|basir.hasibuan@gmail.com|02.744.892.7-121.000
NS6081020002718|NM1011|2020-11-02|2021-11-01|2020-11-02|CV. LANGIT BIRU ND6-SUBUSALAM ASW|608|0812-657-9192||langitbiru.asw@gmail.com|basir.hasibuan@gmail.com|02.744.892.7-121.000
NS6032030001352|ND6150|2022-11-01|2023-10-31|2017-10-16|CV. WEILIXINDO UNIVERSAL ND6-PONTIANAK|605|0561-748729|0812-5619218|weilixindouniversal@yahoo.com||02.942.757.2-701.000
NS6032030001352|NM1011|2022-11-01|2023-10-31|2017-10-16|CV. WEILIXINDO UNIVERSAL ND6-PONTIANAK|605|0561-748729|0812-5619218|weilixindouniversal@yahoo.com||02.942.757.2-701.000
NS0043030001165|ND6150|2022-11-05|2023-11-04||PT. Sinar Rejeki Sumber Makmur ND6-Sukabumi|614|0266-532860/536386|0266-531573|pt.srsm@gmail.com|pt_srsm@yahoo.co.id|01.761.244.1-405.000
NS6123030002167|NM1011|2020-09-13|2021-09-12|2019-09-13|PT. DINAMIS ARTHA SENTOSA ND6-DEPOK|614|081111112302||herlina.poey@cbn.net.id||02.313.030.5-004.000
NS6023030001227|NM1011|2022-09-04|2023-09-03|2019-09-04|PT. Subur Ritelindo Sejahtera ND6-Karawang|614|0267-8453086|02867-8454117|Subur.ritelindo17@gmail.com|subhan.srskarawang@gmail.com|80.257.687.6-408.000
NS6036030002721|ND6320|2020-11-23|2021-11-22|2020-11-23|PT. Makmur Sejahtera Permai ND6-Fakfak UNICHARM|614|0956-2101187||bijfak2@ymail.com||84.244.569.4-951.001
NS6022020001127|ND6150|2021-11-01|2022-10-31||PT. GALAKSI MAS-ND6-BALIKPAPAN|604|0542-878510||galaksi_mas@yahoo.com||02.441.099.5-725.000
NS6032030001353|ND6151|2022-11-01|2023-10-31|2017-10-16|CV. WEIXINDO UNIVERSAL ND6-PONTIANAK|605|0561-748729||weixindouniversal@yahoo.com||02.662.643.2-702.000
NS6032030001356|ND6150|2022-11-01|2023-10-31|2017-10-23|CV. WEIXINDO UNIVERSAL ND6-SINGKAWANG|605| 0562-633630| 0562-633630|weixindouniversal@yahoo.com||02.662.643.2-702.000
NS6036040002722|ND6320|2020-11-12|2021-11-11|2020-11-12|PT. IRIAN JAYA SEHAT ND6-SERUI UNICHARM|606|085200070011||ijs-serui@irianjayasehat.com||01.498.880.2-954.002
NS6036040002722|NM1011|2020-11-12|2021-11-11|2020-11-12|PT. IRIAN JAYA SEHAT ND6-SERUI UNICHARM|606|085200070011||ijs-serui@irianjayasehat.com||01.498.880.2-954.002
NS6036030002721|NM1011|2020-11-23|2021-11-22|2020-11-23|PT. Makmur Sejahtera Permai ND6-Fakfak UNICHARM|614|0956-2101187||bijfak2@ymail.com||84.244.569.4-951.001
NS6143040002655|NI1018|2022-11-05|2023-11-04|2020-11-02|PT. CIPTA ANUGERAH REZEKI ND6-PURWOKERTO|614|08122670990||ciptaanugerahrezeki@gmail.com||95.753.545.3-521.000
NS6143040002655|NI1019|2022-11-05|2023-11-04|2020-11-02|PT. CIPTA ANUGERAH REZEKI ND6-PURWOKERTO|614|08122670990||ciptaanugerahrezeki@gmail.com||95.753.545.3-521.000
NS6043040002725|ND6327|2020-11-16|2021-11-15|2020-11-16|CV. PELITA HATI ND6-PEKALONGAN JICO|604|0285 - 4411188|0285 - 4417356|pelitahati.pekalongan@gmail.com|subdist_pelita_hati@yahoo.co.id|02.254.868.9-502.000
NS6043040002725|NM1011|2020-11-16|2021-11-15|2020-11-16|CV. PELITA HATI ND6-PEKALONGAN JICO|604|0285 - 4411188|0285 - 4417356|pelitahati.pekalongan@gmail.com|subdist_pelita_hati@yahoo.co.id|02.254.868.9-502.000
NS6081030002716|ND6151|2022-11-13|2023-11-12|2020-11-02|PT. HENSON ALFA GROS ND6-PEKANBARU|608|0761-27682||auroravi80@yahoo.co.id|ithenson.93@gmail.com|75.419.760.6-211.000
NS6081030002716|NI1023|2020-11-02|2020-11-06|2020-11-02|PT. HENSON ALFA GROS ND6-PEKANBARU|608|0761-27682||auroravi80@yahoo.co.id|ithenson.93@gmail.com|75.419.760.6-211.000
NS6085030002646|ND6320|2020-11-09|2021-11-08|2020-11-09|PT. FLORESINDO ND6-LABUAN BAJO UNICHARM|608|||asthyc@gmail.com|jembo_n@hotmail.com|02.925.669.0-924.000
NS6082050002724|ND6320|2022-11-13|2023-11-12|2020-11-09|PT. SUMBER SEHAT MAKMUR ND6-BANJARMASIN (NESTLE)|608|||sumbersehat.bjm@yahoo.com|ul_amien@yahoo.com|02.236.775.9.732.000
NS6082050002724|NM1011|2022-11-13|2023-11-12|2020-11-09|PT. SUMBER SEHAT MAKMUR ND6-BANJARMASIN (NESTLE)|608|||sumbersehat.bjm@yahoo.com|ul_amien@yahoo.com|02.236.775.9.732.000
NS6082050002724|NI1023|2020-11-09|2020-11-13|2020-11-09|PT. SUMBER SEHAT MAKMUR ND6-BANJARMASIN (NESTLE)|608|||sumbersehat.bjm@yahoo.com|ul_amien@yahoo.com|02.236.775.9.732.000
NS6082050002724|NI1014|2020-11-09|2020-11-09|2020-11-09|PT. SUMBER SEHAT MAKMUR ND6-BANJARMASIN (NESTLE)|608|||sumbersehat.bjm@yahoo.com|ul_amien@yahoo.com|02.236.775.9.732.000
NS6142040002706|ND6320|2021-11-12|2022-11-11|2020-11-12|CV. GLORIA PERSADA NUSANTARA ND6-SERUYAN|614|082150492940||cvgloriapersadanusantara@gmail.com||94.228.977.8-712.000
NS6142040002706|NI1023|2020-11-12|2020-11-19|2020-11-12|CV. GLORIA PERSADA NUSANTARA ND6-SERUYAN|614|082150492940||cvgloriapersadanusantara@gmail.com||94.228.977.8-712.000
NS6142040002706|NM1012|2021-11-12|2022-11-11|2020-11-12|CV. GLORIA PERSADA NUSANTARA ND6-SERUYAN|614|082150492940||cvgloriapersadanusantara@gmail.com||94.228.977.8-712.000
NS6142040002706|NI1014|2020-11-12|2020-11-12|2020-11-12|CV. GLORIA PERSADA NUSANTARA ND6-SERUYAN|614|082150492940||cvgloriapersadanusantara@gmail.com||94.228.977.8-712.000
NS6044030002727|ND6320|2020-11-12|2021-11-11|2020-11-12|PT. ANUTA KARYA PRIMA ND6-KOLAKA UNIVENUS|604|085395070008||Akpkolaka@gmail.com||01.734.816.0-831.000
NS6143030002603|ND6320|2021-12-14|2022-12-13|2020-12-14|PT. PANJUNAN ND6-SUMEDANG|614|0822 1822 2007||accounting.pusat@panjunan.com||01.240.559.3-422.000
NS6143030002603|NI1023|2020-12-14|2020-12-18|2020-12-14|PT. PANJUNAN ND6-SUMEDANG|614|0822 1822 2007||accounting.pusat@panjunan.com||01.240.559.3-422.000
NS6143030002603|NI1014|2020-12-14|2020-12-14|2020-12-14|PT. PANJUNAN ND6-SUMEDANG|614|0822 1822 2007||accounting.pusat@panjunan.com||01.240.559.3-422.000
NS6143030002604|ND6320|2021-12-07|2022-12-06|2020-12-07|PT. PANJUNAN ND6-CIAMIS|614|082240961067||accounting.pusat@panjunan.com|ririnmiranti655@gmai.com|01.240.559.3-422.000
NS6143030002604|NI1023|2020-12-07|2020-12-11|2020-12-07|PT. PANJUNAN ND6-CIAMIS|614|082240961067||accounting.pusat@panjunan.com|ririnmiranti655@gmai.com|01.240.559.3-422.000
NS6143030002604|NI1014|2020-12-07|2020-12-07|2020-12-07|PT. PANJUNAN ND6-CIAMIS|614|082240961067||accounting.pusat@panjunan.com|ririnmiranti655@gmai.com|01.240.559.3-422.000
NS6042020002731|ND6320|2020-11-16|2021-11-15|2020-11-16|PT. SURYA TEGUH PERKASA ND6-SAMARINDA CMI|604|0541-272476||pt.surya.teguh.perkasa@gmail.com||01.769.476.1-725.000
NS6042020002731|NI1023|2020-11-16|2020-11-20|2020-11-16|PT. SURYA TEGUH PERKASA ND6-SAMARINDA CMI|604|0541-272476||pt.surya.teguh.perkasa@gmail.com||01.769.476.1-725.000
NS6042020002732|ND6320|2020-11-16|2021-11-15|2020-11-16|PT. SENTRALINDO TEGUH PERKASA ND6-BALIKPAPAN|604|0542-8532762||pt.sentralindo.teguh.perkasa@gmail.com||82.992.932.2-721.000
NS6042020002732|NI1021|2020-11-16|2020-11-20|2020-11-16|PT. SENTRALINDO TEGUH PERKASA ND6-BALIKPAPAN|604|0542-8532762||pt.sentralindo.teguh.perkasa@gmail.com||82.992.932.2-721.000
NS6033060002730|ND6320|2020-11-23|2021-11-22|2020-11-23|PT. PANAHMAS EKATAMA DISTRINDO ND6-MALANG UCI|606|0341-471573||hermanhadisatrijo@yahoo.co.id||41.991.262.5-651.000
NS6033060002730|NM1011|2020-11-23|2021-11-22|2020-11-23|PT. PANAHMAS EKATAMA DISTRINDO ND6-MALANG UCI|606|0341-471573||hermanhadisatrijo@yahoo.co.id||41.991.262.5-651.000
NS6141080002713|ND6320|2020-11-09|2021-11-08|2020-11-09|PT. INTI KERTASINDO SINAR CEMERLANG ND6-KOTABUMI |614|0724-3290007||yenty23@yahoo.com|acc_iksc@yahoo.com|01.704.530.3-322.000
NS6141080002715|ND6320|2020-11-05|2021-11-04|2020-11-05|PT. INTI KERTASINDO SINAR CEMERLANG ND6-METRO CMI|614|0725-7855716||yenty23@yahoo.com||01.704.530.3-322.000
NS6141080002714|ND6320|2020-11-12|2021-11-11|2020-11-12|PT. INTI KERTASINDO SINAR CEMERLANG ND6-LAMPUNG|614|0721-786178||yenty23@yahoo.com||01.704.530.3-322.000
NS6085030002723|ND6320|2022-11-09|2023-11-08|2020-11-09|CV. SURYA TERANG ND6-SUMBA BARAT DAYA|608|0387-61062|0387-61819|cvsuryaterang12@gmail.com|pdcahayatimur16@gmail.com|85.604.596.8-926.000
NS6085030002723|NI1023|2020-11-09|2020-11-13|2020-11-09|CV. SURYA TERANG ND6-SUMBA BARAT DAYA|608|0387-61062|0387-61819|cvsuryaterang12@gmail.com|pdcahayatimur16@gmail.com|85.604.596.8-926.000
NS6085030002723|NI1014|2020-11-09|2020-11-09|2020-11-09|CV. SURYA TERANG ND6-SUMBA BARAT DAYA|608|0387-61062|0387-61819|cvsuryaterang12@gmail.com|pdcahayatimur16@gmail.com|85.604.596.8-926.000
NS6085030002717|ND6328|2020-11-02|2021-11-01|2020-11-02|CV. INDOMULTI WIJAYA ND6-SIKKA UNICHARM|608|0821 4460 0898||indomultiwijaya@gmail.com||84.701.299.4-921.000
NS6085030002717|NM1011|2020-11-02|2021-11-01|2020-11-02|CV. INDOMULTI WIJAYA ND6-SIKKA UNICHARM|608|0821 4460 0898||indomultiwijaya@gmail.com||84.701.299.4-921.000
NS6091030001401|ND6320|2021-12-01|2022-11-30|2017-12-04|CV. Sunjaya Mandiri ND6- Rengat|614| 076921371|081365305391|sunjayamandiri99@gmail.com|hasnansunjaya99@gmail.com|74.781.745.0-213.000
NS6091030001401|NM1011|2022-12-01|2023-11-30|2017-12-04|CV. Sunjaya Mandiri ND6- Rengat|614| 076921371|081365305391|sunjayamandiri99@gmail.com|hasnansunjaya99@gmail.com|74.781.745.0-213.000
NS6143060002700|ND6320|2020-11-19|2021-11-18|2020-11-19|CV. JAYA SUBUR ND6-JEMBER UNICHARM|614|087857338299||dimas.jayasubur@gmail.com||80.725.859.5-627.000
NS6143060002700|NM1011|2020-11-19|2021-11-18|2020-11-19|CV. JAYA SUBUR ND6-JEMBER UNICHARM|614|087857338299||dimas.jayasubur@gmail.com||80.725.859.5-627.000
NS6143060002701|ND6320|2020-11-16|2021-11-15|2020-11-16|CV. JAYA SUBUR ND6-BANYUWANGI UNICHARM|614|081338535168||dimas.jayasubur@gmail.com||80.725.859.5-627.000
NS6143060002701|NM1011|2020-11-16|2021-11-15|2020-11-16|CV. JAYA SUBUR ND6-BANYUWANGI UNICHARM|614|081338535168||dimas.jayasubur@gmail.com||80.725.859.5-627.000
NS6143060002702|ND6320|2020-11-23|2021-11-22|2020-11-23|CV. JAYA SUBUR ND6-SITUBONDO UNICHARM|614|085230507164||dimas.jayasubur@gmail.com||80.725.859.5-627.000
NS6143060002702|NM1011|2020-11-23|2021-11-22|2020-11-23|CV. JAYA SUBUR ND6-SITUBONDO UNICHARM|614|085230507164||dimas.jayasubur@gmail.com||80.725.859.5-627.000
NS6143060002703|ND6320|2020-11-26|2021-11-25|2020-11-26|CV. JAYA SUBUR ND6-BANGKALAN UNICHARM|614|081230643155||dimas.jayasubur@gmail.com||80.725.859.5-627.000
NS6143060002703|NM1011|2020-11-26|2021-11-25|2020-11-26|CV. JAYA SUBUR ND6-BANGKALAN UNICHARM|614|081230643155||dimas.jayasubur@gmail.com||80.725.859.5-627.000
NS6143040002711|ND6320|2020-11-19|2021-11-18|2020-11-19|PT. RUKUN MITRA SEJATI ND6-BLITAR UNICHARM|614|081314143579||nabilakarinda790@gmail.com||31.482.0775-652.000
NS6143040002711|NM1011|2020-11-19|2021-11-18|2020-11-19|PT. RUKUN MITRA SEJATI ND6-BLITAR UNICHARM|614|081314143579||nabilakarinda790@gmail.com||31.482.0775-652.000
NS6085030002723|NM1012|2022-11-09|2023-11-08|2020-11-09|CV. SURYA TERANG ND6-SUMBA BARAT DAYA|608|0387-61062|0387-61819|cvsuryaterang12@gmail.com|pdcahayatimur16@gmail.com|85.604.596.8-926.000
NS6141020002624|ND6320|2020-11-16|2021-11-15|2020-11-16|CV. KARYA UTAMA JAYA ND6-PADANG SIDEMPUAN UNICHARM|614|081264156593||karyautamajaya@gmail.com||02.099.935.5.118.000
NS6083050002690|ND6326|2020-11-16|2021-11-15|2020-11-16|CV. TRIO HUTAMA ND6-MAGELANG INAFOODS|608|0293-362494|088216004271|murtiyadi_99@yahoo.co.id||01.606.629.2-524.000
NS6083050002690|NM1011|2020-11-16|2021-11-15|2020-11-16|CV. TRIO HUTAMA ND6-MAGELANG INAFOODS|608|0293-362494|088216004271|murtiyadi_99@yahoo.co.id||01.606.629.2-524.000
NS6083050002690|ND6181|2020-11-16|2021-11-15|2020-11-16|CV. TRIO HUTAMA ND6-MAGELANG INAFOODS|608|0293-362494|088216004271|murtiyadi_99@yahoo.co.id||01.606.629.2-524.000
NS6032050002504|ND6060|2022-11-10|2023-11-09|2020-11-10|PT. Cahaya Makmur Prima Sejahtera ND6-Banjrmsn UCI|604|0511-3366850/51|0511-4369716|cahayamakmur_primasejahtera@yahoo.co.id||02.430.875.1-731.000
NS6143030002603|NM1011|2021-12-14|2022-12-13|2020-12-14|PT. PANJUNAN ND6-SUMEDANG|614|0822 1822 2007||accounting.pusat@panjunan.com||01.240.559.3-422.000
NS6143030002604|NM1011|2021-12-07|2022-12-06|2020-12-07|PT. PANJUNAN ND6-CIAMIS|614|082240961067||accounting.pusat@panjunan.com|ririnmiranti655@gmai.com|01.240.559.3-422.000
NS6143040002658|ND6320|2020-11-19|2021-11-18|2020-11-19|PT. RUKUN MITRA SEJATI ND6-PASURUAN UNICHARM|614|082245000693||ochol31@gmail.com||31.482.0775-652.000
NS6143040002658|NM1011|2020-11-19|2021-11-18|2020-11-19|PT. RUKUN MITRA SEJATI ND6-PASURUAN UNICHARM|614|082245000693||ochol31@gmail.com||31.482.0775-652.000
NS6044010001833|ND6060|2021-11-12|2022-11-11|2020-11-12|PT. DWIKARYA MITRA PRATAMA ND6-MANADO|604|081398765388||rasupit@gmail.com|dwikarya.fin@gmail.com|82.673.982.3-821.000
NS6044030001726|ND6060|2020-11-12|2021-11-11|2020-11-12|CV. ANUGRAH JAYA PERKASA ND6-PALU|604|0451-456031|0451-456888|anugrahjayapalu@yahoo.co.id||73.050.683.9-831.000
NS6043020002708|ND6320|2021-11-26|2022-11-25|2020-11-26|PT. SARANA ABADI MAKMUR BERSAMA ND6-JAKARTA|604|021-4601849||yani@samb.co.id||02.380.679.7-048.000
NS6043020002708|NM1011|2021-11-26|2022-11-25|2020-11-26|PT. SARANA ABADI MAKMUR BERSAMA ND6-JAKARTA|604|021-4601849||yani@samb.co.id||02.380.679.7-048.000
NS6043020002708|NI1023|2020-11-26|2020-12-02|2020-11-26|PT. SARANA ABADI MAKMUR BERSAMA ND6-JAKARTA|604|021-4601849||yani@samb.co.id||02.380.679.7-048.000
NS6043020002708|NI1014|2020-11-26|2020-11-26|2020-11-26|PT. SARANA ABADI MAKMUR BERSAMA ND6-JAKARTA|604|021-4601849||yani@samb.co.id||02.380.679.7-048.000
NS6081040002729|ND6320|2022-11-23|2023-11-22|2020-11-23|PT. SUPERITA MITRAJAYA SUKSES ND6-PADANG|608|0752625474||admnestlesuperita@gmail.com|anggi.ufs@gmail.com|02.639.384.3-202.000
NS6081040002729|NI1023|2020-11-23|2020-11-27|2020-11-23|PT. SUPERITA MITRAJAYA SUKSES ND6-PADANG|608|0752625474||admnestlesuperita@gmail.com|anggi.ufs@gmail.com|02.639.384.3-202.000
NS6081040002729|NI1014|2020-11-23|2020-11-23|2020-11-23|PT. SUPERITA MITRAJAYA SUKSES ND6-PADANG|608|0752625474||admnestlesuperita@gmail.com|anggi.ufs@gmail.com|02.639.384.3-202.000
NS6033030002746|ND6320|2020-11-23|2021-11-22|2020-11-23|PT. BUANAMAS INTI GEMILANG ND6-KARAWANG CMI|608|0267-8413095||anthony_widianto@yahoo.com||73.351.236.2-657.000
NS6033030002747|ND6320|2020-11-23|2021-11-22|2020-11-23|PT. BUANAMAS INTI GEMILANG ND6-BEKASI CMI|608|085231328182||anthony_widianto@yahoo.com||73.351.236.2-657.000
NS6035010002748|ND6320|2020-11-23|2021-11-22|2020-11-23|PT. OBOR EMAS KHATULISTIWA ND6-JEMBRANA|606|082182828300||kertiyasa25@gmail.com||94.758.909.9-906.000
NS6035010002748|NT1010|2020-11-23|2021-11-22|2020-11-23|PT. OBOR EMAS KHATULISTIWA ND6-JEMBRANA|606|082182828300||kertiyasa25@gmail.com||94.758.909.9-906.000
NS6035010002748|NI1023|2020-11-23|2020-11-27|2020-11-23|PT. OBOR EMAS KHATULISTIWA ND6-JEMBRANA|606|082182828300||kertiyasa25@gmail.com||94.758.909.9-906.000
NS6035010002748|NI1014|2020-11-23|2020-11-23|2020-11-23|PT. OBOR EMAS KHATULISTIWA ND6-JEMBRANA|606|082182828300||kertiyasa25@gmail.com||94.758.909.9-906.000
NS6033030002747|NI1023|2020-11-23|2020-11-24|2020-11-23|PT. BUANAMAS INTI GEMILANG ND6-BEKASI CMI|608|085231328182||anthony_widianto@yahoo.com||73.351.236.2-657.000
NS6033030002747|NI1021|2020-11-23|2020-11-24|2020-11-23|PT. BUANAMAS INTI GEMILANG ND6-BEKASI CMI|608|085231328182||anthony_widianto@yahoo.com||73.351.236.2-657.000
NS6083060002749|ND6320|2020-08-19|2021-08-18|2020-08-19|PT. ALAM ANUGERAH SARANA DAYA ND6-NGAWI|608|0351-868088||alam.anugerah.s.daya@gmail.com||01.498.718.4-641.000
NS6146020002628|ND6320|2020-11-23|2021-11-22|2020-11-23|PT. AGUNG MALUKU ND6-TERNATE UNICHARM|614|08124752048||agungmaluku2017@gmail.com||03.322.344.7-942.000
NS6146010002743|ND6320|2020-11-26|2021-11-25|2020-11-26|PT. AGUNG MALUKU ND6-TOBELO UNICHARM|614|08124752048||agungmaluku.tobelo@gmail.com||03.322.344.7-943.001
NS6146040002626|ND6320|2020-11-26|2021-11-25|2020-11-26|CV. KHARISMA ND6-MERAUKE UNICHARM|614|0813-4401-8018||herrymrk@gmail.com||03.121.908.2-956.000
